__mclCluster,EnrichmentMap::Colouring (Dataset 1),EnrichmentMap::ES (Dataset 1),EnrichmentMap::fdr_qvalue (Dataset 1),EnrichmentMap::fwer_qvalue (Dataset 1),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (Dataset 1),EnrichmentMap::pvalue (Dataset 1),name,selected,shared name
1,1,0.332,0.0246,0.557,ESCO2|TOX4|ACTB|ZNF276|ACTL6A|SP100|ACTL6B|NSMCE1|NUP107|WDR82|AURKC|H3-3B|NUP133|H4C3|TRIOBP|NUP85|NUP98|SLF2|APC|THOC1|BOD1|ARID2|ATF7|LIG4|ATM|ATR|SMG6|AURKA|AURKB|CENPA|CENPC|CENPQ|CHAMP1|SNAI1|BIRC5|CHMP1A|BLM|CHMP1B|POT1|CHMP2B|BRCA2|CHMP3|NCAPD2|CHMP4A|NCAPD3|CHMP5|NCAPG|BRD7|CBX1|CHMP6|ANAPC16|BUB1|BUB1B|HNRNPA2B1|BUB3|ORC4|DCTN1|DCTN2|DSCC1|DSN1|DYNC1I1|DYNLT3|CCNB1|PHF6|PPP2R1A|STN1|FIRRM|PPP1R12A|KANSL1|RAD51AP1|RAD51D|CSNK1A1|HSF1|RNF8|ITGB3BP|REC8|SEC13|FBXW11|ORC5|SLX4|CDC20|SMARCA5|SMC1A|SMC3|SMC4|SIRT6|ALYREF|STAG1|STAG2|STAG3|CDC73|CDCA5|SYCP2|CDCA8|SYCP2L|CDK1|CKAP5|HNRNPU|CDK2|PPP2R5C|RASSF2|CENPH|HELLS|KAT2B|CENPN|KAT5|TOP2A|CENPO|CENPP|KIF18A|AHCTF1|MIS18A|SUV39H2|KIF22|XRCC1|CDT1|KIF2C|CENPE|CENPF|MCM6|CHEK1|WAPL|CHEK2|SEPTIN6|CHMP2A|CHMP4B|CHMP4C|KNSTRN|CHMP7|CLASP1|CLASP2|ORC3|NUDCD2|RBBP4|DNMT1|CBX3|CBX5|BAZ1A|CTC1|APEX1|CHRAC1|CENPV|HAT1|SUGT1|MCM2|MCM3|DDB1|POLE3|MIS12|DCTN5|DNA2|SGO2|UHRF2|DYNC1LI1|NDE1|NDEL1|NEK2|SMCHD1|NSL1|GAR1|EZH2|PAFAH1B1|WRAP53|MTCL1|TEP1|TINF2|ZNF827|CENPW|DHX36|PINX1|POLD1|ZNF330|PMF1|PCNA|FEN1|PSEN1|H2AX|PPP2R5A|DAXX|INCENP|DNMT3A|DCTN3|DCTN6|NHP2|EZH1|SEH1L|KMT5B|SGO1|ATRX|MEN1|SKA1|FLYWCH1|KNL1|SKA2|KNTC1|SKA3|NUP160|NUP37|TFIP11|DCTN4|NUP43|MACROH2A1|MAD1L1|MAD2L1|SPAG5|PARP1|FMR1|CFDP1|SEPTIN7|KAT7|MCM5|TERC|KAT8|CTCF|KDM1A|MRE11|SUN1|SUN2|MSH2|KDM4C|MTBP|CENPU|PSEN2|NABP1|NABP2|TERF1|NBN|NDC80|PTGES3|RANGAP1|FBXO28|ERCC1|HDAC2|RIF1|CENPB|ORC2|NSMCE2|GATAD2B|NUF2|ORC1|RTEL1|TRAPPC12|H3-3A|H4C5|PBRM1|H4C9|CENPL|PHF10|CENPM|GPATCH11|MIS18BP1|PDS5B|ERCC6L|PLK1|PLK2|PLK3|MTA2|DYNLL1|PML|RECQL4|PPP1R10|WRNIP1|PPP2CA|MCM7|XPO1|H2AC4|PRKDC|ACD|H2AC8|MCM4|TNKS|H2BC11|TNKS2|NAT10|KDM4A|RAD17|RAD21|ZBTB10|RAD50|RAD51|H2BC3|XRCC6|NGDN|EID3|NSMCE4A|PHF2|RCC2|WRN|ZBTB48|RPA2|H4C1|PPP1CB|H4C11|H4C12|SETX|H4C13|H4C14|H4C16|H4C2|H4C4|H4C8|PDS5A|SIN3A|SIRT2|CLIP1|SMARCA4|SMARCB1|SMARCC1|SMARCC2|CHD4|SMARCD1|SMARCD2|SMARCE1|SMC5|SPC24|PPP1CA|SPC25|SPDL1|SPDYA|SS18L1|UVRAG|DYNC1LI2|TERF2IP|THOC5|PURA|CEBPB|SUV39H1|THOC6|KMT5C|MEAF6|TELO2|PPP1CC|TERT|TEX14|KDM4D|SLF1|THOC2|TP53BP1|TPR|NSMCE3|RBBP7|HMBOX1|BAZ1B|OIP5|TTK|LRIF1|GTF2B|C9ORF78|SMC6|SUMO3|CENPT|UPF1|DCLRE1B|CENPI|CENPK|CENPS|RPA1|CENPX|XRCC5|XRCC3|LRWD1|MACROH2A2|PIF1|SPOUT1|ZNF207|SSB|POLR2B|ZW10|ZWILCH|ZWINT|DMC1|TEN1|ERCC4|TERF2|THOC3|SEPTIN2|THOC7|HJURP|PPP2CB|ZNF618,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_CHROMOSOMAL_REGION,380,ENR,GOCC_CHROMOSOMAL_REGION,2.0146,0,GOCC_CHROMOSOMAL_REGION,FALSE,GOCC_CHROMOSOMAL_REGION
7,1,0.5001,0.027,0.641,WWP2|NHERF1|OFD1|CCDC103|CCDC39|CCDC40|TTLL1|CABYR|DPCD|TSG101|KATNIP|CFAP53|DNAAF11|DNAAF2|KIF27|ODAD4|DNAAF4|DNAH5|AQP4|GAS8|DNAH9|CFAP54|NME5|STK36|ODAD3|SPAG16|SPEF2|SPA17|ADCY10|RFX3|CFAP45|ARRDC1|CFAP43|JHY|RSPH4A|NEK10|DNAH1|NPHP3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_EXTRACELLULAR_TRANSPORT,38,ENR,GOBP_EXTRACELLULAR_TRANSPORT,1.9895,0,GOBP_EXTRACELLULAR_TRANSPORT,FALSE,GOBP_EXTRACELLULAR_TRANSPORT
1,1,0.3787,0.0316,0.709,ABRAXAS1|GOLGA2|PTPA|HSPA1A|HSPA1B|AURKC|KIF11|KIF15|KIF23|KIF2A|KIF4A|KIF4B|KIFC2|SPICE1|LSM14A|CLTC|MAP10|MAP9|AURKA|SUN2|AURKB|PCNT|RAE1|BIRC5|CHMP1A|NDC80|CHMP1B|MYBL2|CHMP2B|MZT1|CHMP3|NEK6|PRICKLE1|CHMP4A|CHMP5|CHMP6|FAM110A|NUF2|OFD1|GNAI1|DCTN1|STMN1|DCTN2|RANGRF|DYNC1H1|CCNB1|PKD1|PRC1|EML3|PLK1|PLK2|PLK3|INTS13|POLDIP2|RHOA|CDC20|SMC1A|SMC3|STAG1|STAG2|TNKS|GPSM2|RAB11A|CDCA8|CKAP5|HNRNPU|FSD1|CENPH|RCC1|TPX2|TUBG1|TUBG2|CENPE|KIF3B|CENPJ|UHRF1|CHEK2|SBDS|CHMP2A|KIFC1|CHMP4B|WRAP73|CHMP4C|CHMP7|KPNB1|CLASP1|SASS6|CLASP2|MAP1S|MAP4|CEP126|SPAST|SPC25|FLNA|STIL|VCP|DLGAP5|EML1|TACC1|TACC3|TBCE|EFHC1|PARP3|NEK2|AAAS|NUDC|NUMA1|NUP62|TPR|WDR62|ARHGEF10|BCCIP|TTK|BORA|PDCD6IP|PIBF1|CCDC61|CCSAP|VPS4B|CEP192|PSRC1|CEP97|ZNF207|RACGAP1|RAN|TACC2|ABRAXAS2|DRG1|RMDN1|INCENP|ANKRD53|DCTN6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MITOTIC_SPINDLE_ORGANIZATION,132,ENR,GOBP_MITOTIC_SPINDLE_ORGANIZATION,1.9684,0,GOBP_MITOTIC_SPINDLE_ORGANIZATION,FALSE,GOBP_MITOTIC_SPINDLE_ORGANIZATION
1,1,0.6493,0.0083,0.156,CENPP|CENPI|CENPK|CENPS|CENPX|H3-3A|CENPC|CENPL|CENPM|CENPQ|H3-3B|CENPU|CENPW|CENPT|ITGB3BP|CENPH|CENPN|ORC2|CENPO,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_INNER_KINETOCHORE,19,ENR,GOCC_INNER_KINETOCHORE,2.1603,0,GOCC_INNER_KINETOCHORE,FALSE,GOCC_INNER_KINETOCHORE
,-1,-0.5976,0.0516,0.944,XIAP|STAT3|NUMA1|B4GALT1|HAVCR2|BCOR|CD46|CFH|CFI|FIP1L1|GNA14|MCM10|UNC13D|NGLY1|PML|IRF2BP2|PRF1|SLC19A1|SLC37A4|PRKAR1A|SLC4A1|SLC7A7|SPTB|STX11|TNFRSF9|ZBTB16|STXBP2|LYST|STAT5B|NABP1|AHCY|ANK1|RARA|MEFV|TBL1XR1|NPM1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_ABNORMALITY_OF_CIRCULATING_FIBRINOGEN,36,ENR,HP_ABNORMALITY_OF_CIRCULATING_FIBRINOGEN,-1.8182,0,HP_ABNORMALITY_OF_CIRCULATING_FIBRINOGEN,FALSE,HP_ABNORMALITY_OF_CIRCULATING_FIBRINOGEN
3,1,0.4945,0.0027,0.035,WTAP|HNRNPUL2|KHDRBS1|PQBP1|CELF2|NOVA2|CELF3|CELF5|CELF6|RBFOX2|RBPMS|DDX17|RSRC1|CDK13|KHDRBS3|SAP18|SFSWAP|SLU7|FMR1|HNRNPM|RBPMS2|YTHDC1|REST|RNPS1|SRSF2|SRSF1|HNRNPA1|SRSF12|CELF1|SRSF6|HNRNPUL1|SRSF9|STRAP|PUF60|ARB2A|RBM15|RBM15B|RBM24|RBM5|RBM4|RBM47|RBM8A|DDX5|RBM25|HNRNPL|SCNM1|PTBP1|SMU1|RBM7|MAGOH|SFPQ|NOVA1|ZBTB7A|DHX9|RBM17|RBM20|NCBP1|NCBP2|NSRP1|HNRNPU|RBMX|TRA2B|THRAP3|TIA1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,64,ENR,GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,2.2818,0,GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,FALSE,GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME
1,1,0.3996,0.0496,0.949,CNTROB|CENPJ|CEP63|CCP110|CEP295NL|CHMP2A|CEP44|CHMP4B|CEP76|CHMP4C|RBM14|SAC3D1|SASS6|USP33|CEP135|CEP152|C10ORF90|SPICE1|KAT2A|MDM1|CEP131|ALMS1|CETN2|CEP295|STIL|CEP120|TRIM37|NUBP1|CENATAC|CHMP1A|NDC80|CHMP1B|BRCA1|CHMP2B|BRCA2|CHMP3|CHMP5|NDE1|PLK4|BRSK1|NPM1|OFD1|PPP1R35|NUP62|WDR62|CCDC57|ARHGEF10|ROCK2|CHORDC1|PKD2|PDCD6IP|CCNF|PLK2|KIAA0753|CEP72|TMEM67|GEN1|VPS4B|XPO1|C2CD3|CEP192|CEP85|XRCC3|NAT10|RTTN|CKAP5|CDK2|CDK5RAP2|POC1B|SIRT1|KAT2B|FBXW5,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CENTROSOME_DUPLICATION,72,ENR,GOBP_CENTROSOME_DUPLICATION,1.864,0,GOBP_CENTROSOME_DUPLICATION,FALSE,GOBP_CENTROSOME_DUPLICATION
,1,0.3878,0.0621,0.979,ACTB|ACTL6A|ACTL6B|RPA2|GTF2H1|HMGN1|COMMD1|OGG1|SMARCA2|POLB|SMARCA4|SMARCB1|ARID1A|SMARCC1|ARID1B|ATXN3|RAD52|SMARCC2|ARID2|DDB2|FAN1|SMARCD1|SMARCD2|SMARCD3|CUL4A|GTF2H2C|LIG4|SLC30A9|SMARCE1|GTF2H3|KAT7|CETN2|ERCC8|GTF2H4|POLD3|MNAT1|POLK|RNF111|POLA1|DDB1|USP45|FANCC|BCL7A|BCL7B|UVSSA|BCL7C|DPF1|DPF2|DPF3|BRCA2|BRD7|BRIP1|ERCC1|RAD23A|ERCC5|PBRM1|TP53|ERCC2|RAD23B|ERCC3|ERCC6|PHF10|GTF2H5|GTF2H2|USP7|PNKP|POLE|POLD1|RPA1|XAB2|SLX4|XPC|XPA|NTHL1|RPA3|HUS1|POLR2I|POLL|ERCC4|SIRT1|KAT5,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NUCLEOTIDE_EXCISION_REPAIR,81,ENR,GOBP_NUCLEOTIDE_EXCISION_REPAIR,1.8224,0,GOBP_NUCLEOTIDE_EXCISION_REPAIR,FALSE,GOBP_NUCLEOTIDE_EXCISION_REPAIR
1,1,0.592,0.0054,0.094,NUF2|CDT1|KIF2C|SEH1L|CENPE|SKA1|SKA2|SKA3|BECN1|MAD1L1|BOD1|MAPRE1|AURKB|CENPC|MIS12|CDCA8|CDK1|CHAMP1|BIRC5|HNRNPU|NDC80|RMDN1|INCENP|KAT2B|KAT5,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,25,ENR,GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,2.206,0,GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE,FALSE,GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE
,-0.9988,-0.6091,0.0349,0.782,PIEZO1|BDNF|RBM38|HDAC4|MAMSTR|SHOX2|TMEM119|XBP1|LMOD3|MTOR|NOTCH1|TBX1|TRIM72|HDAC1|HDAC9|MAPK14|PLPP7|NIBAN2|CYP26B1|SIK1|NKX2-5|BCL2|FBXO22|HDAC3|DMPK|ACTN3|MMP14|ATP11A|BHLHA15|BHLHE41|RBM24|CCN3|HDAC5|MAML1|NLN,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION,35,ENR,GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION,-1.8523,0.0012,GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION,FALSE,GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION
2,1,0.4452,0.0327,0.734,CEP250|CC2D2A|CENPJ|CLCN4|CEP290|WRAP73|BBS2|BBS7|IFT140|IFT172|TBC1D32|IFT52|CEP135|CEP89|IFT80|SEPTIN7|CEP131|MAP4|CEP126|MAPRE1|IFT88|RPGRIP1L|MKKS|DISC1|TMEM17|IFT57|MAK|CSNK1D|KCNF1|DCTN1|IFT122|TMEM80|KCNJ10|INTU|VANGL2|ATMIN|SEPTIN9|IFT74|PCM1|ENKD1|TMEM107|TTC8|EXOC5|CEP350|PIBF1|TMEM216|BBS1|BBS10|BBS4|TOGARAM1|C2CD3|HAP1|ARL13B|MKS1|GORAB|DYNC2H1|NPHP3|FUZ,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NON_MOTILE_CILIUM_ASSEMBLY,58,ENR,GOBP_NON_MOTILE_CILIUM_ASSEMBLY,1.9601,0,GOBP_NON_MOTILE_CILIUM_ASSEMBLY,FALSE,GOBP_NON_MOTILE_CILIUM_ASSEMBLY
1,1,0.4031,0.0686,0.994,KPNB1|CLASP1|CLASP2|MAD2L1|LLGL1|SPAG5|LLGL2|SPATA17|SPIRE1|SPIRE2|SPRY1|SPRY2|MAP4|MAPRE1|MCPH1|SPDL1|CENPA|CFL1|MYH9|NDC80|TLE6|NDE1|NDEL1|DCTN1|NSFL1C|ACTR2|ACTR3|NUMA1|DYNC1H1|ESPL1|NUSAP1|ASPM|DYNLT1|PAFAH1B1|PAX6|ENKD1|PLK1|UBXN2B|FGF10|FBXW11|WASL|FMN2|ZBED3|GJA1|GPSM1|GPSM2|HDAC3|ZW10|HTT|CDK5RAP2|SAPCD2|ANKFN1|KAT5|ITGB1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_SPINDLE_LOCALIZATION,54,ENR,GOBP_SPINDLE_LOCALIZATION,1.7973,0,GOBP_SPINDLE_LOCALIZATION,FALSE,GOBP_SPINDLE_LOCALIZATION
1,1,0.3952,0.0725,0.996,CENPF|KLHL22|CHEK1|KNL1|KNTC1|LCMT1|ANAPC15|MAD1L1|MAD2L1|MAD2L1BP|MAD2L2|APC|LIF|ATM|SPC24|SPC25|SPDL1|AURKB|MTBP|BIRC5|NDC80|DUSP1|DYNC1LI1|TEX14|NME6|BUB1|BUB1B|NUF2|BUB3|PCID2|TPR|AURKAIP1|CCNB1|TRIP13|BMP7|TTK|FBXO5|PLK1|GEN1|CDC20|XRCC3|HASPIN|PSMG2|ZNF207|ZW10|CDCA8|RAD1|ZWILCH|ZWINT|RAD21|IK|INCENP|CDK5RAP2|TOM1L1|TOM1L2|BMP4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,56,ENR,GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,1.7873,0,GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION,FALSE,GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION
3,1,0.3339,0.05,0.959,HNRNPH3|HNRNPLL|CCNL1|CCNL2|MBNL2|KHDRBS1|HSPA1A|RBMXL1|NOVA2|TRA2A|HNRNPH1|RBM42|FASTK|NUP98|PRX|UPF3A|UPF3B|FMR1|MBNL3|ERN1|FUS|KAT2A|RBM12B|YTHDC1|AKAP17A|HABP4|ZC3H10|PIK3R1|TMBIM6|PTBP2|PUF60|ARB2A|RBM15|RBM15B|RBM5|LARP7|PRDX6|HNRNPA2B1|RBM38|POLR2A|RBM22|MAGOH|HNRNPK|PRMT5|ILDR2|METTL16|ZBTB7A|CLK2|CLK1|CLK4|SGF29|DAZAP1|SON|RBM20|RPS13|PRPF19|GRSF1|NCBP1|NSRP1|HNRNPU|NCL|TRA2B|ATXN7|KAT2B|FAM50A|RRP1B|WTAP|PQBP1|ZNF326|SNRNP70|CELF2|CELF3|CELF5|CELF6|SETX|RBFOX2|SF1|CLNS1A|RBPMS|RBM23|RBM39|DDX17|MBNL1|SF3B3|PCBP4|SF3B4|SF3B5|KHDRBS3|SAP18|SFSWAP|CLK3|METTL4|SRRM1|RBPMS2|JMJD6|RPS26|SNW1|REST|RNPS1|C1QBP|SRSF2|SRPK1|SRPK2|SUPT20H|SRSF1|SUPT3H|HNRNPA1|SRSF10|SUPT7L|SRSF12|SRSF7|AHNAK|TADA1|AHNAK2|CELF1|SRSF6|CIRBP|SRSF9|TADA2B|TAF10|TADA3|TAF12|QKI|SLC38A2|TAF5L|TAF9|TAF6L|RBM10|RBM24|CWC22|RBM3|RBM4|RBM47|EXOSC10|RBM8A|DDX5|RBM25|ENY2|HNRNPL|PTBP1|SMU1|U2AF2|RBM7|SRSF3|ZNF638|PTBP3|TRRAP|ATXN7L3|RBM12|AFF2|NOVA1|ZPR1|UPF1|USP22|HNRNPH2|WDR77|EIF1|HNRNPF|HSPA8|SRSF4|RBMX|DYRK1A|THRAP3|TIA1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_RNA_SPLICING,164,ENR,GOBP_REGULATION_OF_RNA_SPLICING,1.8558,0,GOBP_REGULATION_OF_RNA_SPLICING,FALSE,GOBP_REGULATION_OF_RNA_SPLICING
9,1,0.5463,0.036,0.814,ABHD6|CACNG4|CACNG5|CACNG7|CNIH3|CACNG8|CNIH2|ABHD12|GRIA1|GRIA2|VWC2|CPT1C|GRIA3|OLFM2|GRIA4|SHISA6|SHISA7|SHISA8|SHISA9|DLG3|DLG4|PORCN,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_AMPA_GLUTAMATE_RECEPTOR_COMPLEX,22,ENR,GOCC_AMPA_GLUTAMATE_RECEPTOR_COMPLEX,1.9359,0,GOCC_AMPA_GLUTAMATE_RECEPTOR_COMPLEX,FALSE,GOCC_AMPA_GLUTAMATE_RECEPTOR_COMPLEX
,1,0.5753,0.035,0.768,ATP5MC3|ATP5MK|ATP5ME|ATP5MG|ATP5MF|ATP5PD|ATP5PF|ATP5PO|ATP5MC1|PPIF|ATP5MC2|DMAC2L|ATP5MJ|ATP5F1A|ATP5F1B|ATP5F1C|ATP5F1D|ATP5F1E|ATP5PB,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX,19,ENR,GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX,1.9504,0,GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX,FALSE,GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX
2,1,0.4561,0.0055,0.102,B9D2|EVC|EVC2|HOXA13|CC2D2A|SUFU|ARL6|GDF5|CEP290|BBS2|PDE6D|PRKACB|IFT140|IFT172|IFT80|CPLANE1|IQCE|SC5D|SETBP1|CSPP1|KIAA0825|MBTPS2|PORCN|LMBR1|LZTFL1|FLNA|MEGF8|DDX59|NEK1|PIK3R2|CEP120|RPGRIP1L|GLI3|MKKS|OTUD5|DHCR7|FGFR2|INPP5E|GLI2|RAB23|OFD1|GPC4|SCNM1|WDR19|SMOC1|TCTN1|TCTN2|TCTN3|HYLS1|CCND2|TGFBR1|TMCO1|AKT3|TTC21B|TMEM107|KIAA0753|PLAA|TMEM216|KIF7|WDPCP|BBS1|TMEM231|WDR35|TMEM237|WNT7A|BBS12|TMEM67|BBS9|BMPR1B|ZNF141|C2CD3|TXNDC15|CCDC28B|LBR|CD96|CFAP418|SMO|CIBAR1|ALX3|MKS1|ARMC9|DYNC2H1|DYNC2I1|DYNC2I2|DYNC2LI1|B9D1|DYNLT2B,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_POSTAXIAL_HAND_POLYDACTYLY,87,ENR,HP_POSTAXIAL_HAND_POLYDACTYLY,2.1989,0,HP_POSTAXIAL_HAND_POLYDACTYLY,FALSE,HP_POSTAXIAL_HAND_POLYDACTYLY
,1,0.3504,0.0711,0.995,IGHMBP2|TDP1|TSN|TSNAX|APTX|HMGB1|PCBP1|HMGB2|PARK7|PCBP2|RAD18|FUBP3|RAD52|YBX1|MCM5|RECQL|MSH2|POLA1|FAM111A|NABP1|NABP2|TERF1|RNF138|BLM|POT1|BRCA2|ERCC1|RAD23A|ERCC5|REXO4|FUBP1|HNRNPA2B1|SSBP2|SSBP4|MCM8|RBMS1|SSBP1|STN1|HROB|MCM9|RAD51AP1|RAD51D|HSF1|RAD54L|RECQL4|SWSAP1|TOP3A|MCM7|SMC2|TWNK|SMC4|RPA3|CDC45|MCM4|NUCKS1|HNRNPU|RAD50|RAD51|RAD51B|MSH3|RTF1|NEIL3|MCM6|RPA2|ZRANB3|LONP1|CRY2|SETMAR|CTC1|MCM10|LRPPRC|MCM2|MCM3|SMC5|MAPT|POLR2G|SMARCA1|SPRTN|SSBP3|SUB1|HNRNPA1|MLH1|TERF2IP|PURA|PURB|NOL12|HMCES|TDP2|HSPD1|POLR3C|TP53|RAD23B|TREX1|WDR48|TOP1|FBH1|WBP11|DHX36|SMC6|DHX9|POLR2H|PMS2|SMARCAL1|POU4F1|RPA1|XPC|MMS22L|DMC1|RADX|DDX11|SAMHD1|TEN1|ERCC4|TERF2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_SINGLE_STRANDED_DNA_BINDING,114,ENR,GOMF_SINGLE_STRANDED_DNA_BINDING,1.7909,0,GOMF_SINGLE_STRANDED_DNA_BINDING,FALSE,GOMF_SINGLE_STRANDED_DNA_BINDING
1,1,0.5422,0.0102,0.212,BUB1|ESCO2|SLF1|NAA10|NIPBL|SGO1|CHTF8|ATRX|DSCC1|HDAC8|PDS5B|MACROH2A1|PDS5A|POGZ|ESCO1|SLF2|BOD1|NAA50|SMC5|CDC20|SMC1A|MAU2|SMC3|STAG1|HASPIN|STAG2|TNKS|CDCA5|RAD21|RB1|NSMCE2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MITOTIC_SISTER_CHROMATID_COHESION,31,ENR,GOBP_MITOTIC_SISTER_CHROMATID_COHESION,2.1274,0,GOBP_MITOTIC_SISTER_CHROMATID_COHESION,FALSE,GOBP_MITOTIC_SISTER_CHROMATID_COHESION
1,0.9913,0.5306,0.0636,0.985,KIF18A|CENPE|BBLN|KNTC1|CHMP2A|CHMP4B|CHMP4C|CHMP7|RAB11A|ZW10|ZWILCH|CLASP1|CLASP2|CHMP1A|CHMP1B|CHMP2B|CHMP3|CHMP4A|CHMP5|CHMP6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_KINETOCHORE_MICROTUBULE,20,ENR,GOCC_KINETOCHORE_MICROTUBULE,1.8157,0.0087,GOCC_KINETOCHORE_MICROTUBULE,FALSE,GOCC_KINETOCHORE_MICROTUBULE
2,1,0.3851,0.0249,0.556,B9D2|EVC|EVC2|HOXA13|CC2D2A|ARL6|GDF5|CEP290|H3-3B|BBS2|BBS5|BBS7|HOXD13|IFT140|IFT172|IFT27|IFT52|IFT80|CPLANE1|IQCE|UQCC2|CILK1|CSPP1|KIAA0825|MBTPS2|CRB2|LMBR1|LZTFL1|MEGF8|DDX59|IFT56|NEK1|PIK3R2|CEP120|CEP19|CTU2|NKX2-5|OTUD5|FGFR2|INPP5E|NCAPG2|GLI2|IFT57|RAB23|OFD1|GDF6|SCAPER|SCLT1|GPC4|SCNM1|SDCCAG8|INTU|HNRNPK|SMOC1|IFT43|TBX1|HYLS1|PPP2R1A|IFT74|CCND2|TMCO1|TTC21B|KIAA0586|TTC8|KIAA0753|PLAA|KIF7|WDPCP|WDR35|WNT7A|PRKACA|ZNF141|SYNGAP1|SMO|MKS1|RBBP8|CHST11|BMP4|KIF3B|NPHP1|SUFU|PDE6D|PRKACB|SC5D|SETBP1|SETD5|PORCN|TRIM32|COG6|FLNA|IFT81|RPGRIP1L|GLI3|MKKS|DHCR7|RBM10|USP9X|EBP|WDR19|TCTN1|GATA6|TCTN2|TCTN3|TGFBR1|TGFBR2|AKT3|TMEM107|TMEM216|BBIP1|EXTL3|TMEM218|BBS1|TMEM231|BBS10|TMEM237|BBS12|TMEM67|BBS4|TOGARAM1|BBS9|BMPR1B|C2CD3|GLI1|TXNDC15|CCDC28B|LBR|CD96|CFAP418|CIBAR1|ALX3|ARMC9|DYNC2H1|NPHP3|DYNC2I1|DYNC2I2|DYNC2LI1|B9D1|DYNLT2B,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_POSTAXIAL_POLYDACTYLY,138,ENR,HP_POSTAXIAL_POLYDACTYLY,2.015,0,HP_POSTAXIAL_POLYDACTYLY,FALSE,HP_POSTAXIAL_POLYDACTYLY
4,1,0.6072,0.0363,0.813,COPS5|EIF3B|DDX3X|EIF3C|EIF3D|EIF3E|EIF3H|EIF3A|EIF3K|EIF3CL|EIF3F|EIF3G|EIF3I|EIF3J|EIF3L|EIF3M,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX,16,ENR,GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX,1.9362,0,GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX,FALSE,GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX
