"__mclCluster","EnrichmentMap::Colouring (Dataset 1)","EnrichmentMap::ES (Dataset 1)","EnrichmentMap::fdr_qvalue (Dataset 1)","EnrichmentMap::fwer_qvalue (Dataset 1)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Dataset 1)","EnrichmentMap::pvalue (Dataset 1)","name","NumChildren","NumDescendents","selected","shared name"
"4","0.9868","0.4124","0.0532","0.758","CUL4A|CUL4B|DDB1|ERCC5|XPA|PARP1|PARP2|PCNA|UBA52|ERCC1|POLD1|UBB|ERCC4|POLD2|UBC|POLD3|POLD4|POLE|POLE2|POLE3|POLK|POLE4|RBX1|RFC1|RFC2|RFC3|RFC4|RPS27A|DDB2|RFC5|ERCC2|ERCC3|GTF2H1|GTF2H2|GTF2H3|GTF2H4|GTF2H5|RPA1|RPA2|RPA3|CHD1L","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DUAL_INCISION_IN_GG_NER","41","ENR","REACTOME_DUAL_INCISION_IN_GG_NER","1.6883","0.0132","REACTOME_DUAL_INCISION_IN_GG_NER",,,"false","REACTOME_DUAL_INCISION_IN_GG_NER"
"5","1.0","0.3874","0.0392","0.553","AKAP9|ODF2|OFD1|PAFAH1B1|AJUBA|PCM1|PCNT|UBA52|UBB|PPP1CB|UBC|PLK1|PLK4|PPP2R1A|PRKACA|PRKAR2B|ACTR1A|BTRC|ALMS1|HSP90AA1|FBXW11|SDCCAG8|BORA|SFI1|CCNB1|CEP43|CCNB2|CCP110|HAUS1|SSNA1|CNTRL|HAUS2|HAUS3|HAUS4|CDK1|HAUS5|CDK5RAP2|HAUS6|HAUS7|HAUS8|TUBA1A|CUL1|TUBA4A|CENPJ|DCTN1|PPP1R12A|TUBB|PPP1R12B|TUBB4A|TUBB4B|OPTN|RAB8A|TUBG1|CEP131|CEP135|CEP152|CEP164|AURKA|CEP192|CEP250|CEP290|MAPRE1|CEP41|CEP57|CEP63|CEP70|RPS27A|CEP72|CEP76|CEP78|CETN2|YWHAE|YWHAG|SKP1|NDE1|CKAP5|CLASP1|NEDD1|NEK2|CSNK1D|CSNK1E|NINL|DCTN2|DCTN3|DYNC1H1|DYNC1I2|DYNLL1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION","87","ENR","REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION","1.7707","0.0","REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION",,,"false","REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION"
"1","0.9787","0.3745","0.0478","0.707","TP53|HSP90AB1|UBA52|UBB|UBC|PLK1|HSP90AA1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|GTSE1|PSMB2|PSMB3|CCNB1|PSMB4|PSMB5|PSMB6|PSMB7|CDKN1A|PSMB8|PSMB9|PSMC1|PSMC2|CCNB2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|PSMD10|PSMD11|PSMD12|PSMD13|CDK1|PSMD14|PSMD2|PSMD3|PSMD4|TUBA1A|PSMD5|TUBA1B|PSMD6|TUBA1C|PSMD7|TUBA4A|PSMD8|TUBA8|PSMD9|PSME1|TUBB1|PSME2|TUBB2A|PSME3|TUBB2B|PSME4|TUBB3|PSMF1|TUBB4A|TUBB4B|TUBB6|MAPRE1|RPS27A|SEM1|FKBPL","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT","70","ENR","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT","1.7136","0.0213","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT",,,"false","REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT"
"1","1.0","0.5312","0.0139","0.123","CDK1|POLA1|FBXO5|TFDP1|TFDP2|RRM2|TYMS|HDAC1|PCNA|RBBP4|ORC1|CCNA1|CCNE1|E2F4|E2F6|E2F5|LIN37|LIN52|LIN54|RBL1|LIN9|RBL2|TK1|DHFR|CDC45|CDC6|CDT1|CDC25A|E2F1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","29","ENR","REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","1.9873","0.0","REACTOME_G1_S_SPECIFIC_TRANSCRIPTION",,,"false","REACTOME_G1_S_SPECIFIC_TRANSCRIPTION"
"3","-0.9859","-0.6018","0.044","0.993","LOX|LOXL1|LOXL2|LOXL3|COL4A1|LOXL4|COL4A2|COL4A3|COL4A4|COL4A5|PCOLCE|COL4A6|PXDN|TLL2|COL1A1|COL1A2|BMP1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS","17","ENR","REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS","-1.6421","0.0141","REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS",,,"false","REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS"
"1","1.0","0.3412","0.0443","0.64","GSPT1|GSPT2|PPP2CA|PPP2R1A|CASC3|MAGOH|MAGOHB|RBM8A|RNPS1|UPF2|UPF3A|UPF3B|DCP1A|RPS27A|RPS6|RPS14|RPS7|RPS9|EIF4A3|EIF4G1|PABPC1|FAU|RPS2|PNRC2|SMG1|RPL10|SMG5|RPL10A|SMG6|UBA52|RPL11|SMG7|RPL12|SMG8|RPL13|SMG9|RPL13A|UPF1|RPL14|RPL15|RPL17|PPP2R2A|RPL18|RPL18A|RPL19|RPL21|RPL22|RPL22L1|RPL23|RPL23A|RPL24|RPL26|RPL26L1|RPL27|RPL28|RPL29|RPL3|RPL30|RPL31|RPS27|RPL32|RPL34|RPL35|RPL35A|RPL36|RPL36A|RPL36AL|RPL37|RPL37A|RPL38|RPL39|RPL39L|RPL4|RPL41|RPL5|RPL6|RPL7|RPL7A|RPL9|RPLP1|RPLP2|RPS10|RPS11|ETF1|RPS12|RPS13|RPS15|RPS15A|RPS16|RPS17|RPS18|RPL27A|RPS19|RPL8|RPS20|RPS21|RPS23|RPS24|RPS25|RPS26|RPS27L|RPS28|RPS29|RPS3|RPS3A|RPS4X|RPS4Y1|RPS5|RPS8|RPSA|NCBP1|NCBP2|RPLP0","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_NONSENSE_MEDIATED_DECAY_NMD","113","ENR","REACTOME_NONSENSE_MEDIATED_DECAY_NMD","1.7418","0.0","REACTOME_NONSENSE_MEDIATED_DECAY_NMD",,,"false","REACTOME_NONSENSE_MEDIATED_DECAY_NMD"
"8","-0.993","-0.619","0.055","0.997","CPLX1|PPFIA1|PPFIA2|PPFIA3|PPFIA4|RAB3A|RIMS1|SNAP25|STX1A|STXBP1|SYT1|TSPOAP1|UNC13B|VAMP2|CHAT|SLC18A3","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE","16","ENR","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE","-1.615","0.007","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE",,,"false","REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE"
"1","-0.9958","-0.4298","0.0942","1.0","KMT2A|MYB|RUNX1|H2AC14|H2AC18|H2AC19|H2AC20|H2AC4|H2AC6|H2AC7|H2AC8|H2AJ|H2AX|ABL1|H2AZ2|H2BC10|ITCH|H2BC11|LMO1|H2BC12|LMO2|H2BC13|TCF12|H2BC14|TCF3|H2BC15|TP73|H2BC17|H2BC21|H2BC26|H2BC3|H2BC4|H2BC5|H2BC6|H2BC7|H2BC8|H2BC9|H3-3A|H3-3B|H3C1|PSMA1|H3C10|PSMA2|H3C11|PSMA3|H3C12|PSMA4|H3C13|PSMA5|H3C14|PSMA6|H3C2|PSMA7|H3C3|PSMB1|CCNH|H3C4|PSMB10|CDK7|H3C6|PSMB2|H3C7|PSMB3|H3C8|PSMB4|H4C1|PSMB5|H4C11|PSMB6|H4C12|PSMB7|H4C13|PSMB8|H4C14|PSMB9|H4C16|MNAT1|PSMC1|H4C2|PSMC2|H4C3|PSMC3|H4C4|PSMC4|H4C5|PSMC5|H4C8|PSMC6|H4C9|PSMD1|PSMD10|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD5|PSMD6|PSMD7|PSMD8|PSMD9|PSME1|PSME2|PSME3|PSME4|PSMF1|RPS27A|SEM1|YAP1|UBA52|UBB|UBC|LDB1|CBFB|GATA2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS","117","ENR","REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS","-1.5499","0.0042","REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS",,,"false","REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS"
"1","1.0","0.4235","0.0136","0.092","UBA52|UBB|UBC|ORC1|ORC2|ORC3|CCNA1|ORC4|CCNA2|ORC5|CCNE1|ORC6|CCNE2|ANAPC1|ANAPC10|PSMA1|ANAPC11|PSMA2|ANAPC15|FZR1|PSMA3|ANAPC16|PSMA4|ANAPC2|PSMA5|ANAPC4|PSMA6|ANAPC5|PSMA7|ANAPC7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|CDC6|PSMB9|PSMC1|CDT1|PSMC2|PSMC3|GMNN|PSMC4|CDC16|PSMC5|MCM2|PSMC6|CDC23|MCM3|PSMD1|CDC26|MCM4|PSMD10|CDC27|MCM5|PSMD11|MCM6|PSMD12|MCM7|PSMD13|MCM8|PSMD14|PSMD2|PSMD3|PSMD4|PSMD5|PSMD6|CUL1|PSMD7|PSMD8|PSMD9|PSME1|SKP2|PSME2|PSME3|PSME4|PSMF1|UBE2C|UBE2D1|RBX1|UBE2E1|UBE2S|RPS27A|SEM1|SKP1|CDK2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE","90","ENR","REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE","2.0277","0.0","REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE",,,"false","REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE"
"3","-1.0","-0.4086","0.0985","1.0","ADAM10|ADAM17|CDH1|COL1A1|COL1A2|COL2A1|COL3A1|ICAM1|ICAM3|ICAM4|ICAM5|ITGA4|ACTN1|ITGAL|ADAM12|ITGB1|ADAM19|ASPN|BGN|BMP2|BMP7|MADCAM1|CEACAM1|DAG1|DDR1|DDR2|DMD|EFEMP1|EFEMP2|EMILIN1|EMILIN2|EMILIN3|FBLN1|FBLN2|FBLN5|FMOD|GDF5|HAPLN1|LAMA1|VCAM1|LAMA2|LAMA4|LAMA5|LAMB2|LAMC3|MMP1|LRP4|MMP2|LTBP1|LTBP2|LTBP3|LTBP4|MATN1|MATN3|MFAP2|MFAP3|MFAP4|MFAP5|NID2|NRXN1|NTN4|PTPRS|SDC1|SDC2|SDC3|SDC4|SERPINE1|SH3PXD2A|SPARC|TGFB2|TGFB3|TNN|TNR|TNXB|TRAPPC4|VCAN|FGF2|FN1|BMP4|BMP1|CD151|PRKCA|COL10A1|COL11A1|COL11A2|COL12A1|COL14A1|COL15A1|COL18A1|COL24A1|COL27A1|COL4A1|COL4A2|ITGA2B|COL4A3|ITGB3|COL4A4|COL4A5|COL4A6|COL5A1|COL5A2|COL5A3|COL6A1|COL6A2|COL6A3|COL7A1|KDR|COL8A1|COL8A2|COL9A1|COL9A2|COL9A3|CTSB|CTSL|CTSS|CTSV|DST|ITGA6|ITGB4|LAMA3|LAMB3|LAMC2|LOX|LOXL1|LOXL2|LOXL3|LOXL4|MMP13|ADAMTS14|MMP7|ADAMTS2|MMP9|ADAMTS3|PCOLCE|COL19A1|PLEC|COL20A1|PXDN|COL21A1|TLL2|COL22A1|COL26A1|COL28A1|COLGALT1|COLGALT2|CRTAP|P3H1|P3H2|P3H3|P4HA1|P4HA2|P4HA3|P4HB|PCOLCE2|PLOD1|PLOD2|PLOD3|PPIB|SERPINH1|NCSTN|PDGFA|PDGFB|TIMP1|PSEN1|AGRN|BSG|CD44|CD47|COL13A1|COL16A1|COL23A1|F11R|FBN1|ITGA1|ITGA10|ITGA11|ITGA2|ITGA3|ITGA5|ITGA7|ITGA9|ITGAV|ADAM9|ITGAX|CTSD|ITGB5|CTSK|ITGB8|JAM2|MMP10|JAM3|MMP11|LUM|MMP14|MMP15|PECAM1|MMP19|SPP1|PHYKPL|TNC|VTN|THBS1|TGFB1|VWF|APP|CAPN1|CAPN2|CAPNS1|CAST|NCAM1|NCAN|A2M|ACAN|ADAM15|ADAM8|ADAMTS1|ADAMTS16|ADAMTS18|ADAMTS4|ADAMTS5|ADAMTS8|ADAMTS9|BCAN|CAPN10|CAPN15|CAPN3|CAPN5|CAPN6|CAPN7|CASP3|DCN|ELN|FBN2|FBN3|HTRA1|LAMB1|LAMC1|MMP16|MMP17|MMP24|MMP25|NID1|PLG|SCUBE1|FURIN|SCUBE3|TIMP2|CASK|HSPG2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","249","ENR","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","-1.5412","0.0","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",,,"false","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"
"1","0.9958","0.4937","0.0566","0.801","CDK1|ANAPC1|ANAPC10|ANAPC11|ANAPC15|ANAPC16|ANAPC2|ANAPC4|ANAPC5|ANAPC7|CCNB1|PLK1|UBE2C|UBE2D1|CDC16|UBE2E1|CDC23|UBE2S|CDC26|CDC27","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PHOSPHORYLATION_OF_THE_APC_C","20","ENR","REACTOME_PHOSPHORYLATION_OF_THE_APC_C","1.6702","0.0042","REACTOME_PHOSPHORYLATION_OF_THE_APC_C",,,"false","REACTOME_PHOSPHORYLATION_OF_THE_APC_C"
"1","1.0","0.4573","0.0192","0.215","GLI1|SUFU|UBA52|ITCH|UBB|UBC|PRKACA|BTRC|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|PSMC1|PSMC2|PSMC3|PSMC4|PSMC5|PSMC6|PSMD1|PSMD10|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD5|PSMD6|CUL1|PSMD7|PSMD8|PSMD9|PSME1|PSME2|PSME3|PSME4|PSMF1|PRKACB|RBX1|RPS27A|SEM1|SKP1|NUMB","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME","57","ENR","REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME","1.9271","0.0","REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME",,,"false","REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME"
"8","-0.9859","-0.6349","0.0393","0.984","CPLX1|PPFIA1|PPFIA2|PPFIA3|PPFIA4|RAB3A|RIMS1|SNAP25|STX1A|STXBP1|SYN1|SYN3|SYT1|TSPOAP1|UNC13B|VAMP2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE","16","ENR","REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE","-1.6529","0.0141","REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE",,,"false","REACTOME_SEROTONIN_NEUROTRANSMITTER_RELEASE_CYCLE"
"1","1.0","0.462","0.0138","0.097","TNKS|TNKS2|UBA52|UBB|UBC|AXIN1|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|PSMB8|PSMB9|RNF146|PSMC1|PSMC2|PSMC3|PSMC4|SMURF2|PSMC5|PSMC6|PSMD1|PSMD10|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD5|PSMD6|PSMD7|PSMD8|PSMD9|PSME1|PSME2|AXIN2|PSME3|PSME4|PSMF1|RPS27A|SEM1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_DEGRADATION_OF_AXIN","53","ENR","REACTOME_DEGRADATION_OF_AXIN","2.0237","0.0","REACTOME_DEGRADATION_OF_AXIN",,,"false","REACTOME_DEGRADATION_OF_AXIN"
"2","1.0","0.4054","0.0452","0.652","SF3B3|SF3B4|SF3B5|SF3B6|SNRNP200|SNRNP25|POLR2A|SNRNP35|POLR2B|SNRNP40|POLR2C|SNRNP48|POLR2D|SRSF1|POLR2E|SRSF2|POLR2F|SRSF6|POLR2G|SRSF7|GTF2F1|POLR2H|TXNL4A|GTF2F2|POLR2I|ZMAT5|POLR2J|ZRSR2|POLR2K|POLR2L|YBX1|SF3B1|SNRPB|SNRPD1|SNRPD2|SNRPD3|SNRPE|SNRPF|SNRPG|NCBP1|NCBP2|ZCRB1|DDX23|DDX42|EFTUD2|PDCD7|PRPF6|PRPF8|RNPC3|SF3B2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MRNA_SPLICING_MINOR_PATHWAY","50","ENR","REACTOME_MRNA_SPLICING_MINOR_PATHWAY","1.7367","0.0","REACTOME_MRNA_SPLICING_MINOR_PATHWAY",,,"false","REACTOME_MRNA_SPLICING_MINOR_PATHWAY"
"1","1.0","0.3701","0.0482","0.705","CHEK1|ZNF385A|TP53|MDM4|UBA52|UBB|UBC|CCNA1|COP1|CCNA2|CCNE1|CCNE2|ATM|PHF20|PSMA1|PSMA2|PSMA3|PSMA4|PSMA5|PSMA6|PSMA7|PSMB1|PSMB10|PSMB2|PSMB3|PSMB4|PSMB5|PSMB6|PSMB7|CDKN1A|PSMB8|CDKN1B|PSMB9|PSMC1|PSMC2|PSMC3|CDC25A|PSMC4|PSMC5|PSMC6|PSMD1|PSMD10|CDKN2A|PSMD11|PSMD12|PSMD13|PSMD14|PSMD2|PSMD3|PSMD4|PSMD5|PCBP4|PSMD6|CHEK2|PSMD7|PSMD8|PSMD9|PSME1|PSME2|PSME3|PSME4|PSMF1|MDM2|RPS27A|SEM1|CDK2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS","66","ENR","REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS","1.7143","0.0","REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS",,,"false","REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS"
"1","-1.0","-0.497","0.0103","0.449","PML|H2AC14|H2AC18|H2AC19|EED|H2AC20|EZH2|H2AC4|H2AC6|H2AC7|H2AC8|RBBP4|RBBP7|H2BC10|SUZ12|H2BC11|H2BC12|H2BC13|H2BC14|H2BC15|H2BC17|H2BC21|H2BC26|H2BC3|H2BC4|H2BC5|H2BC6|H2BC7|H2BC8|H2BC9|H3C1|H3C10|CBX1|H3C11|DAXX|H3C12|ELK1|H3C13|H3C14|NFKB1|H3C2|ITGB1|TRIM28|H3C3|H3C4|H3C6|H3C7|H3C8|H4C1|H4C11|H4C12|H4C13|H4C14|H4C16|H4C2|H4C3|H4C4|H4C5|H4C8|H4C9|CREB1|GPS2|H2AC11|H2AC12|H2AC13|H2AC15|H2AC16|H2AC17|H2AC21|H2AC25|H2BC18|RANBP2|EGFR|NDC1|NUP107|NUP133|NUP153|NUP155|TBL1X|NUP160|TBL1XR1|NUP188|NUP205|NUP210|NUP214|NUP35|NUP37|NUP42|NUP43|NUP50|NUP54|NUP58|NUP62|NUP85|NUP88|NUP93|TPR|NUP98|HDAC3|POM121|POM121C|AAAS|RAE1|SEC13|SEH1L|TUBA1A|TUBA1B|TUBA1C|TUBA4A|TUBA8|TUBB1|TUBB2A|TUBB2B|TUBB3|TUBB4A|TUBB4B|TUBB6|NCOR1|NCOR2|DYNC1H1|DYNC1I1|DYNC1I2|DYNC1LI1|DYNC1LI2|DYNLL1|DYNLL2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HCMV_EARLY_EVENTS","126","ENR","REACTOME_HCMV_EARLY_EVENTS","-1.7925","0.0","REACTOME_HCMV_EARLY_EVENTS",,,"false","REACTOME_HCMV_EARLY_EVENTS"
"1","-0.9956","-0.4746","0.0618","0.999","KMT2A|AEBP2|EED|EZH2|NFKB2|RBBP4|RBBP7|SUZ12|RELA|SUV39H1|H3C1|H3C10|H3C11|H3C12|H3C13|H3C14|NFKB1|H3C2|H3C3|H3C4|H3C6|H3C7|H3C8|H4C1|H4C11|H4C12|H4C13|H4C14|H4C16|H4C2|H4C3|H4C4|ATF7IP|H4C5|EHMT1|H4C8|EHMT2|H4C9|SETDB1|KMT5A|ASH1L|DOT1L|KMT5B|KMT5C|MECOM|NSD1|NSD2|NSD3|PRDM16|SETD2|SETD3|ASH2L|SETD6|DPY30|SETD7|SETDB2|KMT2B|SMYD2|KMT2C|SMYD3|KMT2D|SUV39H2|RBBP5|SETD1A|SETD1B|WDR5","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES","66","ENR","REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES","-1.6018","0.0044","REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES",,,"false","REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES"
"1","-1.0","-0.4511","0.0613","0.999","ACTB|H2AC14|H2AC18|POLR2E|H2AC19|POLR2F|H2AC20|H2AC4|POLR2H|H2AC6|H2AC7|H2AC8|POLR2K|H2AJ|POLR2L|H2AX|RBBP4|H2AZ2|RBBP7|H2BC10|H2BC11|H2BC12|H2BC13|H2BC14|H2BC15|H2BC17|H2BC21|H2BC26|H2BC3|H2BC4|H2BC5|H2BC6|TAF1A|H2BC7|TAF1B|H2BC8|TAF1C|H2BC9|TAF1D|H3-3A|TBP|H3-3B|H3C1|H3C10|H3C11|H3C12|H3C13|H3C14|H3C2|BAZ1B|H3C3|DDX21|H3C4|H3C6|MYBBP1A|H3C7|MYO1C|H3C8|POLR1A|H4C1|POLR1B|H4C11|POLR1C|H4C12|POLR1D|H4C13|POLR1E|H4C14|POLR1F|H4C16|POLR1G|H4C2|POLR1H|H4C3|SF3B1|H4C4|SMARCA5|H4C5|H4C8|EHMT2|H4C9|CHD3|CHD4|GATAD2A|GATAD2B|MBD3|MTA1|MTA2|MTA3|EP300|CBX3|ERCC6|TTF1|GSK3B|HDAC1|HDAC2|KAT2A|KAT2B|DEK","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","99","ENR","REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","-1.6038","0.0","REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION",,,"false","REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION"
"1","-1.0","-0.5633","0.0038","0.109","H2AC14|H2AC18|H2AC19|H2AC20|H2AC4|H2AC6|H2AC7|H2AC8|H2AJ|H2AX|H2AZ2|H2BC10|H2BC11|PHF8|H2BC12|PLK1|H2BC13|H2BC14|H2BC15|H2BC17|H2BC21|H2BC26|H2BC3|H2BC4|H2BC5|H2BC6|H2BC7|H2BC8|H2BC9|H3-3A|H3-3B|H3C1|H3C10|H3C11|H3C12|H3C13|H3C14|H3C2|H3C3|H3C4|H3C6|SET|H3C7|CCNB1|H3C8|H4C1|H4C11|H4C12|H4C13|H4C14|H4C16|SMC2|H4C2|H4C3|SMC4|H4C4|H4C5|H4C8|H4C9|CDK1|KMT5A|RB1|MCPH1|NCAPD3|NCAPG2|NCAPH2","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES","66","ENR","REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES","-1.8878","0.0","REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES",,,"false","REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES"
"6","0.9957","0.5936","0.0194","0.208","ATP5F1C|ATP5F1D|ATP5F1E|ATP5MC2|ATP5MC3|ATP5ME|ATP5MF|ATP5MG|ATP5MJ|ATP5MK|ATP5PB|ATP5PD|ATP5PF|ATP5F1B|ATP5PO|DMAC2L|ATP5F1A|ATP5MC1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING","18","ENR","REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING","1.9292","0.0043","REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING",,,"false","REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING"
"5","0.99","0.3608","0.0536","0.764","AKAP9|ODF2|OFD1|PAFAH1B1|PCM1|PCNT|PLK1|PLK4|PPP2R1A|PRKACA|PRKAR2B|ACTR1A|ALMS1|HSP90AA1|SDCCAG8|SFI1|CEP43|CCP110|HAUS1|SSNA1|CNTRL|HAUS2|HAUS3|HAUS4|CDK1|HAUS5|CDK5RAP2|HAUS6|HAUS7|HAUS8|TUBA1A|TUBA4A|CENPJ|DCTN1|TUBB|HMMR|TUBB4A|TUBB4B|TUBG1|CEP131|CEP135|CEP152|CEP164|AURKA|CEP192|CEP250|CEP290|MAPRE1|CEP41|CEP57|CEP63|CEP70|CEP72|CEP76|CEP78|CETN2|YWHAE|YWHAG|TPX2|NDE1|CKAP5|CLASP1|NEDD1|NEK2|CSNK1D|CSNK1E|NINL|DCTN2|DCTN3|DYNC1H1|DYNC1I2|DYNLL1","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AURKA_ACTIVATION_BY_TPX2","72","ENR","REACTOME_AURKA_ACTIVATION_BY_TPX2","1.6854","0.01","REACTOME_AURKA_ACTIVATION_BY_TPX2",,,"false","REACTOME_AURKA_ACTIVATION_BY_TPX2"
